. - Down,. - Up,5 - Down,5 - Up,a - Down,a - Up,e - Down,e - Up,i - Down,i - Up,l - Down,n - Down,n - Up,o - Down,o - Up,r - Down,r - Up,t - Down,t - Up,t-l down,l - e down,e-5 down,5 - r down,r - o down,o - a down,a - n down,n - l down,. - t up,t - l up,l - e up,e - 5 up,5 - r up,r - o up,o - a up,a - n up
2.00E-05,0.114425898,0.744055033,0.816081047,1.17718792,1.277747869,0.496192932,0.592227936,0.395781994,0.512375832,1.460544825,1.294049025,1.360044956,1.088009834,1.194044828,0.960175991,1.061079979,0.263469934,0.362447023,0.132312059,0.100410938,0.247862101,0.216120958,0.127833843,0.089178085,0.116861105,0.1664958,0.248021126,0.149928808,0.079852104,0.223853111,0.244998932,0.132964849,0.083703041,0.082297087
2.12E-05,0.120143175,0.73576808,0.807948112,1.223717213,1.327805996,0.502442122,0.575843096,0.386865139,0.479846001,1.519884109,1.366730213,1.450128078,1.111940145,1.199875116,0.951550007,1.03432703,0.253025055,0.343840122,0.133840084,0.115576982,0.233325958,0.215781927,0.160390139,0.111777067,0.143013,0.153153896,0.223696947,0.136005878,0.095997095,0.232105017,0.226378918,0.165548086,0.12793088,0.122322083
2.00E-05,0.103864908,0.830523968,0.895823956,1.239943981,1.346385956,0.519583941,0.623888016,0.416280985,0.503715992,1.511868954,1.362832069,1.423876047,1.135680914,1.263565063,1.024038076,1.112068892,0.271971941,0.367464066,0.144309044,0.103302956,0.310940027,0.193514109,0.111642838,0.104263067,0.122888088,0.149036884,0.263599157,0.136251926,0.120172024,0.27193594,0.216244936,0.151496172,0.082820892,0.077490091
2.00E-05,0.103920221,1.135966063,1.222151041,1.647965193,1.759755135,0.399975061,0.490481138,0.311764002,0.423851013,1.920642138,1.762123108,1.831840992,1.55997014,1.670922041,1.42398715,1.511729002,0.200023174,0.295581102,0.111740828,0.08821106,0.735991001,0.288021088,0.13598299,0.087995052,0.114157915,0.15851903,0.191660881,0.128269911,0.066630125,0.731669903,0.289577961,0.159193039,0.088833094,0.072085857
2.00E-05,0.091941118,0.595868111,0.683916092,0.996007919,1.115955114,0.403820038,0.483820915,0.332006931,0.406320095,1.283998966,1.130190134,1.203742027,0.907989025,1.013319016,0.7826159,0.875943899,0.187987089,0.291919947,0.144019842,0.071813107,0.192048073,0.186747789,0.125373125,0.088018894,0.134182215,0.153808832,0.199978828,0.114400148,0.07750082,0.200095177,0.192027807,0.137375116,0.102636099,0.087786913
2.10E-05,0.111911058,0.682453156,0.759781122,1.071964025,1.18383503,0.448958158,0.535885096,0.350341082,0.439709187,1.367377996,1.197781086,1.287845135,0.983934164,1.097055197,0.855985165,0.943852186,0.249283075,0.327844143,0.101058006,0.098617077,0.233494997,0.173532009,0.127948999,0.088029861,0.12581706,0.16959691,0.215933084,0.111865044,0.096175909,0.223896027,0.184071064,0.153203011,0.086779833,0.104010105
2.12E-05,0.109647036,0.653753996,0.741749048,1.080440998,1.181624174,0.389674187,0.501636028,0.287356138,0.398406029,1.34940815,1.198266983,1.253612995,0.980748177,1.097742081,0.853727102,0.949629068,0.181869984,0.282461166,0.105486155,0.102318048,0.264079809,0.199973106,0.127021074,0.099692822,0.117825985,0.151141167,0.172814131,0.115944862,0.10323,0.24011302,0.20788002,0.148113012,0.083882093,0.071988821
2.00E-05,0.027019978,0.728277206,0.816163063,1.112131119,1.256190062,0.248284101,0.344367027,0.190211058,0.272210121,1.369614124,1.208142042,1.288169146,0.992129087,1.121184111,0.896324158,1.024197102,0.055980206,0.144257069,0.134230852,0.058073044,0.479993105,0.168046951,0.09580493,0.120002031,0.096010923,0.161472082,0.117237091,0.127953053,0.072156906,0.471796036,0.208034039,0.096987009,0.135005951,0.031979084
2.10E-05,0.10385704,0.57582593,0.647561073,0.935956001,1.039839983,0.376160145,0.463850021,0.287702084,0.379326105,1.207965136,1.062458038,1.111846924,0.863733053,0.96246314,0.746684074,0.823858976,0.191987991,0.271865129,0.095714092,0.088458061,0.199665785,0.170858145,0.117048979,0.072222948,0.126502037,0.145507097,0.168008089,0.107460976,0.084523916,0.183711052,0.176297903,0.138604164,0.077376842,0.072006941
1.98E-05,0.111582994,0.647903919,0.775791883,1.215782881,1.353359938,0.405362844,0.488127947,0.295684814,0.391773939,1.495826006,1.335829973,1.419181824,1.063832998,1.17573595,0.937150002,1.020780802,0.159841776,0.271731853,0.135843039,0.10967803,0.242541075,0.289246082,0.126682997,0.151949883,0.120047092,0.159996033,0.160148859,0.120042086,0.096354008,0.287663937,0.244988918,0.154955149,0.177623987,0.065821886
2.00E-05,0.106415033,0.615534067,0.682430029,1.097464085,1.196810007,0.399132967,0.469630003,0.283056974,0.378417015,1.346786976,1.178462982,1.258333921,0.978447914,1.08236289,0.794467926,0.858350039,0.178463936,0.266336918,0.104593039,0.116075993,0.2164011,0.178933859,0.183979988,0.119016171,0.080998898,0.168323994,0.159921885,0.112080097,0.091212988,0.212800026,0.17592001,0.224012852,0.114447117,0.061523914
2.00E-05,0.11993885,0.775826931,0.877579927,1.26512599,1.359866858,0.52929306,0.623897076,0.416066885,0.511860847,1.583940029,1.383794069,1.471879959,1.15180397,1.276628971,0.983978033,1.095661879,0.288097858,0.392024994,0.127969027,0.113226175,0.246533871,0.208151102,0.167825937,0.11332202,0.118668079,0.20014596,0.272086143,0.119835854,0.112036228,0.253682852,0.218081951,0.180967093,0.083237886,0.112013102
2.10E-05,0.119904995,0.810355902,0.887871981,1.32576704,1.423866034,0.478083849,0.551909924,0.367802858,0.463938951,1.871994019,1.463794947,1.559077978,1.207653046,1.303892851,1.026383877,1.183717966,0.25604105,0.343956947,0.111761808,0.110280991,0.332272053,0.216027975,0.181269169,0.118113995,0.138027906,0.408199072,0.224051952,0.119982004,0.087970972,0.335962057,0.295845985,0.120174885,0.119973183,0.135211945
3.72E-05,0.099780083,0.928847075,1.025134087,1.329241991,1.463275194,0.625262022,0.71393919,0.498265982,0.597985983,1.609333992,1.449228048,1.521159172,1.249248028,1.362981081,1.137228966,1.218142986,0.361415148,0.449177027,0.136850834,0.12699604,0.303585052,0.208381891,0.112019062,0.079993963,0.119986057,0.160105944,0.349396944,0.148808956,0.115953207,0.311194897,0.1930089,0.144838095,0.100294113,0.057883978
1.98E-05,0.099475861,0.614680767,0.714042902,1.000920773,1.130427837,0.360955954,0.464860916,0.272700787,0.381682873,1.289037943,1.133889914,1.20081687,0.930283785,1.032405853,0.800920963,0.896862984,0.166062832,0.256829977,0.106637955,0.088255167,0.253724813,0.186240196,0.129362822,0.070636988,0.132969141,0.155148029,0.157354116,0.124852896,0.083178043,0.249181986,0.182820082,0.13554287,0.098021984,0.070389032
2.10E-05,0.119899035,0.679853916,0.766722918,1.087804079,1.191699982,0.43995595,0.543883085,0.368421078,0.455594063,1.391967058,1.215969086,1.2958951,1,1.111860991,0.867765903,0.943898916,0.251558065,0.351289988,0.116863012,0.071534872,0.239897966,0.187911987,0.132234097,0.087804079,0.128165007,0.175997972,0.231390953,0.104304075,0.088289022,0.222839832,0.177175999,0.167962074,0.079838991,0.104195118
2.41E-05,0.102257967,0.647341013,0.746547937,1.661658049,1.765880108,0.405975103,0.510062933,0.331958055,0.421932936,1.965987921,1.777704,1.860649109,1.579009056,1.665302992,1.461971045,1.561479092,0.182263136,0.269613028,0.14969492,0.074017048,0.24136591,0.814630032,0.117038012,0.082648993,0.116045952,0.18828392,0.167355061,0.152319908,0.088129997,0.236485004,0.814931154,0.1038239,0.100577116,0.094769001
2.10E-05,0.111741066,1.17198801,1.271965027,1.969614983,2.095842123,0.456626177,0.53589797,0.361190081,0.473196983,2.567933083,2.119748116,2.183866978,1.879994154,1.991477013,1.7205441,1.853087187,0.184128046,0.303897142,0.177062035,0.095436096,0.715361834,0.548556089,0.159450054,0.089620829,0.150133133,0.448184967,0.192156076,0.169299841,0.062700987,0.736067057,0.58112216,0.138389826,0.10436511,0.088024855
3.22E-05,0.115051031,1.091058969,1.213452101,1.883054018,2.012039185,0.548504114,0.61899209,0.427098036,0.530831099,2.235013962,2.034691095,2.098946095,1.802947044,1.916757107,1.635033131,1.722959042,0.266997099,0.399545193,0.160100937,0.121406078,0.542554855,0.543974161,0.167913914,0.080106974,0.151637077,0.200322866,0.284494162,0.131285906,0.088160992,0.594460011,0.509506941,0.193798065,0.095282078,0.08690691
2.10E-05,0.096060991,0.607980967,0.687914848,1.015985012,1.135895967,0.392035007,0.495925903,0.31959486,0.402286053,1.335990906,1.167503834,1.239850044,0.944145918,1.04786396,0.80011487,0.88842082,0.184084892,0.296017885,0.135509968,0.072440147,0.215945959,0.192133904,0.144031048,0.071839094,0.151518822,0.168487072,0.199956894,0.106268167,0.093639851,0.191988945,0.200505972,0.15944314,0.088032007,0.103954077
2.00E-05,0.067544937,0.56546092,0.65289402,1.113708019,1.221159935,0.325127125,0.429357052,0.221586943,0.321310043,1.397542953,1.230268002,1.29331708,0.989306927,1.085319996,0.798329115,0.885365009,0.125289917,0.225518942,0.096297026,0.103540182,0.240333796,0.232868195,0.190977812,0.124401093,0.116559982,0.167274952,0.157974005,0.095791101,0.108047009,0.223536968,0.232470989,0.199954987,0.135839939,0.072157145
2.00E-05,0.11993289,0.721007109,0.807893038,1.170726061,1.287763119,0.368005037,0.479912043,0.289475918,0.391699076,1.447972059,1.303040981,1.351910114,1.07981801,1.175395012,0.935976982,1.023957014,0.173089981,0.264076948,0.116385937,0.078529119,0.353002071,0.214969873,0.143841028,0.090908051,0.13231492,0.144931078,0.144144058,0.127622128,0.088212967,0.327980995,0.216063976,0.151437998,0.112368107,0.064146996
2.10E-05,0.071861029,0.764671087,0.863883018,1.200037003,1.329560995,0.519546032,0.599858999,0.415139198,0.531368017,1.495990992,1.335391998,1.399901152,1.128000021,1.231883049,0.967823982,1.079869032,0.287976027,0.399744034,0.127163172,0.104406834,0.245125055,0.203152895,0.160176039,0.072036982,0.135354996,0.160598993,0.327883005,0.131623983,0.068490982,0.264024019,0.215986013,0.152014017,0.097677946,0.070340157
2.10E-05,0.120075941,0.688192129,0.783583164,1.112179995,1.224045038,0.432158947,0.536076069,0.349918127,0.449397087,1.392143965,1.247311115,1.304049969,1.031511068,1.130501986,0.88794899,1.008069038,0.24030304,0.335785151,0.109615088,0.08224082,0.256033182,0.199756861,0.143562078,0.080668926,0.135131121,0.14483285,0.215709209,0.113611937,0.086678982,0.247507095,0.224485874,0.122432947,0.093543053,0.08000493
1.69E-05,0.11747694,0.776270866,0.875068903,1.191414833,1.309445858,0.475759983,0.57611084,0.33335495,0.4375,1.493400812,1.324283838,1.421454906,1.109364986,1.213130951,0.981381893,1.091374874,0.197587967,0.309499979,0.135766983,0.142405033,0.300510883,0.205111027,0.127983093,0.082049847,0.132869005,0.169116974,0.192023039,0.128000021,0.13861084,0.298958063,0.216305971,0.121756077,0.096314907,0.112009048
2.12E-05,0.135902166,0.712081194,0.815857172,1.136014223,1.255889177,0.488682032,0.575740099,0.377770185,0.49311614,1.686081171,1.302775145,1.391714096,1.063989162,1.18623805,0.90399909,1.02078104,0.272234201,0.372674227,0.105535984,0.110911846,0.223399162,0.191917896,0.159990072,0.072025061,0.166760921,0.383306026,0.23677206,0.120441914,0.082623959,0.240117073,0.204923868,0.16545701,0.069651127,0.135824919
2.10E-05,0.095896006,0.823936939,0.919817924,1.239948988,1.375799894,0.559939861,0.644587994,0.415982962,0.511864901,1.535698891,1.35996294,1.447839022,1.142750978,1.259881973,1.015969038,1.127106905,0.231807947,0.329227924,0.184175014,0.1439569,0.263997078,0.192032099,0.12678194,0.097198009,0.120013952,0.17573595,0.233331919,0.182636976,0.132723093,0.275229931,0.20728898,0.132775068,0.115917921,0.072039127
1.91E-05,0.103586912,0.599847078,0.711908102,1.191842079,1.304913044,0.375863075,0.471888065,0.280165911,0.391652107,1.496033907,1.327997923,1.407900095,1.095973969,1.215461016,0.891372919,0.999898911,0.167901039,0.301947117,0.112264872,0.095697165,0.223984003,0.291525841,0.204601049,0.095868111,0.136155844,0.168035984,0.198360205,0.08970499,0.080235958,0.240020037,0.287990808,0.215562105,0.089452028,0.102987051
2.10E-05,0.104064941,0.719979048,0.839910984,1.207937002,1.302979946,0.405780077,0.488700151,0.289252043,0.388652086,1.50187993,1.336012125,1.420007944,1.087859154,1.212378979,0.959982157,1.047852993,0.15201807,0.25574398,0.137233973,0.116528034,0.314198971,0.240003109,0.127876997,0.120077848,0.128075123,0.165867805,0.151679039,0.132908106,0.100048065,0.351210833,0.207942009,0.164525986,0.090600967,0.117027998
2.10E-05,0.119812012,0.943891048,1.023571014,1.335920095,1.456012011,0.696707964,0.795915127,0.543954134,0.615658045,1.610594034,1.460592031,1.527779102,1.255874157,1.361413002,1.135818005,1.215751171,0.351899147,0.439532995,0.192054987,0.15275383,0.247183084,0.191926956,0.120056152,0.080045938,0.124671936,0.150002003,0.319720984,0.17612505,0.180257082,0.227655888,0.192180157,0.145661831,0.094599009,0.071767092
2.00E-05,0.127933025,0.791969061,0.880919933,1.18552804,1.295729876,0.551990986,0.65572691,0.399971962,0.495893002,1.463882923,1.31321907,1.379518032,1.097306967,1.207843065,0.99196887,1.080391884,0.208006859,0.335901022,0.191965103,0.152019024,0.239978075,0.199999809,0.105338097,0.088221073,0.127691031,0.150663853,0.207967997,0.15999198,0.159833908,0.225193024,0.199471951,0.127451181,0.08788681,0.083788157
2.00E-05,0.089037895,0.681923866,0.76096487,1.081017971,1.200965881,0.466265917,0.560936928,0.365571022,0.448951006,1.377053976,1.210546017,1.280955076,0.998111963,1.104753971,0.865071058,0.976989985,0.241065979,0.352922916,0.124505043,0.100694895,0.215657949,0.183147192,0.133040905,0.082906008,0.129528046,0.166507959,0.263885021,0.09602809,0.111985922,0.200027943,0.216025114,0.127763987,0.09621191,0.079989195
2.00E-05,0.10048914,1.064476013,1.146902084,1.4913311,1.629486084,0.789645195,0.883222103,0.654903173,0.747220993,1.803292036,1.634195089,1.707223177,1.387044191,1.513360977,1.267350197,1.363192081,0.203193188,0.339246988,0.451709986,0.134742022,0.274830818,0.202874184,0.119693995,0.104286909,0.142863989,0.169096947,0.238757849,0.407974005,0.13600111,0.263679981,0.216289997,0.150168896,0.116125107,0.077737093
2.10E-05,0.119920015,0.744233131,0.823932171,1.135926008,1.247866154,0.498980045,0.591703176,0.415822983,0.503966093,1.447969198,1.279962063,1.351850986,1.063933134,1.163063049,0.927939177,1.031329155,0.279962063,0.391882181,0.13586092,0.083157063,0.245253086,0.183706045,0.135993958,0.071992874,0.144036055,0.168007135,0.271962166,0.112083912,0.087737083,0.232228994,0.207396984,0.131733894,0.084803104,0.103984833
2.10E-05,0.11988306,0.711985111,0.799870968,1.135925055,1.255957127,0.511463165,0.575920105,0.392003059,0.48783803,1.399949074,1.276448011,1.319844007,1.055963993,1.159754992,0.919948101,1.015882015,0.263529062,0.367717028,0.128473997,0.119460106,0.200521946,0.20796299,0.136015892,0.079961061,0.140522957,0.123501062,0.247833967,0.120121002,0.088082075,0.223950863,0.216011047,0.143872976,0.096202135,0.063886881
2.10E-05,0.111891031,0.576603889,0.655769825,0.967815876,1.087857008,0.352044821,0.463850021,0.285866022,0.375668049,1.266070843,1.103971004,1.18385005,0.895970821,1.001381874,0.751752853,0.850497007,0.152523994,0.263847828,0.133342028,0.066178799,0.224559069,0.175148964,0.144217968,0.071845055,0.136155128,0.162099838,0.151956797,0.111820221,0.088181973,0.191919804,0.194727182,0.150884867,0.086475134,0.095993042
3.19E-05,0.116394043,0.665155888,0.748751879,1.101438999,1.229329824,0.413476944,0.511382818,0.333335876,0.432560921,1.413672924,1.248347044,1.314077854,1.014132023,1.117148876,0.853421926,0.973351002,0.21350503,0.317456961,0.119830847,0.080141068,0.251678944,0.188266039,0.160710096,0.087306976,0.146908045,0.16532588,0.201062918,0.11510396,0.078821898,0.237369061,0.224599123,0.143797874,0.112180948,0.08474803
