. - Down,. - Up,5 - Down,5 - Up,a - Down,a - Up,e - Down,e - Up,i - Down,i - Up,l - Down,n - Down,n - Up,o - Down,o - Up,r - Down,r - Up,t - Down,t - Up,t - i Down,i - e Down,e - 5 Down,5 - r Down,r - o Down,o - a Down,a - n Down,n - l Down,. - t Up,t - i Up,i - e Up,e - 5 Up,5 - r Up,r - o Up,o - a Up,a - n Up
2e-05,0.071417093,0.655910969,0.735769987,1.01591301,1.132884979,0.36916995,0.45560503,0.271911144,0.34386611,1.231894016,1.116871119,1.159834146,1.034528971,1.104620934,0.935931921,1.050415993,0.191761017,0.275640965,0.080150127,0.097258806,0.286741018,0.280020952,0.09859705,-0.018615961,0.100958109,0.115022898,0.204223871,0.068225145,0.11173892,0.280164957,0.314646006,0.054204941,0.028264046,0.026949167
2.1e-05,0.071928978,0.975991011,1.055423975,1.304955959,1.391471863,0.415999889,0.506758928,0.327538013,0.391927004,1.527993917,1.370669842,1.43153882,1.279983997,1.386763811,1.170813799,1.313526869,0.247856855,0.311883926,0.079681158,0.088461876,0.559991121,0.194822788,0.109170198,0.024971962,0.065713882,0.157324076,0.239954948,0.080043077,0.114831924,0.548665047,0.258102894,0.073236942,0.004708052,0.040066957
1.31e-05,0.107905149,0.996157169,1.052069187,1.395786047,1.459891081,0.372164011,0.468066216,0.293649197,0.348067999,1.613815069,1.420208216,1.491881132,1.324149132,1.441475153,1.252178192,1.36353302,0.188182116,0.277598143,0.105467081,0.078514814,0.623993158,0.256021023,0.07197094,0.071636915,0.024422169,0.193606853,0.169692993,0.070469856,0.119998217,0.584002972,0.311463833,0.077942133,0.018415928,0.031990051
2e-05,0.099143028,0.960397005,1.008278131,1.295542002,1.412559986,0.416012049,0.514719009,0.298542976,0.3603971,1.56132412,1.392326117,1.461625099,1.280418158,1.396099091,1.192396164,1.328338146,0.199995041,0.280326128,0.098547935,0.117469072,0.544384956,0.231999159,0.088021994,0.015123844,0.096784115,0.168998003,0.1811831,0.080070972,0.154321909,0.493559122,0.320060015,0.067760944,0.016460896,0.049065113
1.79e-05,0.0695889,0.765660048,0.837400913,1.109435081,1.229598999,0.350574017,0.437412977,0.271527052,0.325568914,1.337162018,1.173481941,1.247669935,1.081835032,1.176881075,0.965693951,1.149276972,0.15771389,0.266398907,0.113813162,0.079046965,0.415086031,0.200033903,0.116141081,0.02760005,0.06404686,0.163680077,0.196810007,0.059170008,0.111844063,0.399987936,0.311876059,0.027604103,0.052717924,0.018070936
2.12e-05,0.079877138,0.855951071,0.936026096,1.159948111,1.279878139,0.344006062,0.43969202,0.264872074,0.311712027,1.412274122,1.221637011,1.295415163,1.128115177,1.212106228,1.031968117,1.191883087,0.151874065,0.23973012,0.112998009,0.079133987,0.511945009,0.176017046,0.09614706,0.031832933,0.0616889,0.190637112,0.159852982,0.071981907,0.127979994,0.496334076,0.255856991,0.020223141,0.067771912,0.015537024
2.19e-05,0.052874804,0.86092186,0.932801962,1.163103819,1.300754786,0.365801811,0.444830894,0.260899782,0.324865818,1.429217815,1.196776867,1.312621832,1.16877079,1.252811909,1.052911997,1.213618994,0.148914814,0.228837967,0.111984968,0.104902029,0.495120049,0.191990137,0.115858793,-0.005666971,0.033673048,0.232440948,0.175963163,0.096027851,0.119965076,0.487971067,0.280817032,0.039192915,0.047942877,0.011867046
1.91e-05,0.065823078,0.841902971,0.913768053,1.161874056,1.27354002,0.361945152,0.449817181,0.273653984,0.332794189,1.497882128,1.297814131,1.363620043,1.180824995,1.249619007,1.049448013,1.197710037,0.193894148,0.299152136,0.079759836,0.088291168,0.479957819,0.207545042,0.131376982,-0.018950939,0.135940075,0.200067997,0.233329058,0.033642054,0.117022991,0.463950872,0.283941984,0.05190897,0.023921013,0.090080023
2.88e-05,0.068773985,0.988896847,1.057092905,1.313191891,1.404598951,0.428872824,0.521194935,0.292861938,0.348944902,1.516867876,1.364830971,1.436537981,1.260701895,1.348752975,1.156868935,1.292685986,0.188894987,0.268654823,0.103966951,0.136010885,0.560024023,0.167972088,0.10383296,0.052489996,0.05163908,0.152036905,0.199880838,0.080290079,0.172250032,0.53589797,0.235593081,0.05606699,0.055845976,0.03193903
2.1e-05,0.080039978,0.903973818,0.975781918,1.255264997,1.351945877,0.373771906,0.440065861,0.27837801,0.328029871,1.48801899,1.29594779,1.372240782,1.231950998,1.3215909,1.112059832,1.272380829,0.184105873,0.274268866,0.094272137,0.095393896,0.530201912,0.208086014,0.119891167,0.023313999,0.040682793,0.192071199,0.194228888,0.053761005,0.11203599,0.535716057,0.296598911,0.049210072,0.030354977,0.020294905
